99EPAD_933  Body Imaging
RID4003     enostosis
RID4005     osteoid osteoma
RID4006     osteoblastoma
RID4007     aggressive osteoblastoma
RID4008     ossifying fibroma
RID4009     juvenile ossifying fibroma
RID4010     osteosarcoma
RID4011     central osteosarcoma
RID4012     chondroblastic osteosarcoma
RID4013     fibroblastic osteosarcoma
RID4014     gnathic osteosarcoma
RID4016     intracortical osteosarcoma
RID4019     osteosarcoma in Paget disease of bone
RID402      hepatorenal fossa
RID4020     multicentric osteosarcoma
RID4021     parosteal osteosarcoma
RID4022     periosteal osteosarcoma
RID4023     small cell osteosarcoma
RID4024     telangiectatic osteosarcoma
RID4026     glioma
RID4027     astrocytoma
RID4028     astrocytoma WHO grade I
RID4029     pilocytic astrocytoma
RID4031     pleomorphic xanthoastrocytoma
RID4033     subependymal giant cell astrocytoma
RID4035     astrocytoma WHO grade II
RID4038     gemistocytic astrocytoma
RID4040     fibrillary astrocytoma
RID4042     astrocytoma WHO grade III
RID4044     astrocytoma WHO grade IV
RID4046     giant cell glioblastoma
RID4048     gliosarcoma
RID4050     ependymal tumor
RID4052     ependymoma WHO grade I
RID4053     myxopapillary ependymoma
RID4055     subependymoma
RID4057     ependymoma WHO grade II
RID4058     cellular ependymoma
RID4060     clear cell ependymoma
RID4062     papillary ependymoma
RID4064     tanycytic ependymoma
RID4066     anaplastic ependymoma
RID4069     malignant optic glioma of adulthood
RID407      cul-de-sac
RID4071     mixed glioma
RID4072     oligoastrocytoma
RID4074     anaplastic oligoastrocytoma
RID4078     oligodendroglioma
RID4080     anaplastic oligodendroglioma
RID4082     pituicytoma
RID4084     choroid plexus carcinoma
RID4086     choroid plexus papilloma
RID4088     meningioma
RID40883    ulnar collateral ligament
RID4090     meningioma WHO grade I
RID4091     angiomatous meningioma
RID4093     fibrous meningioma
RID4096     lymphoplasmacyte-rich meningioma
RID4098     meningothelial meningioma
RID410      peritoneum
RID4100     metaplastic meningioma
RID4104     psammomatous meningioma
RID4106     secretory meningioma
RID4108     transitional meningioma
RID4111     meningioma WHO grade II
RID4112     atypical meningioma
RID4114     chordoid meningioma
RID4116     clear cell meningioma
RID4118     meningioma WHO grade III
RID4119     anaplastic meningioma
RID4121     papillary meningioma
RID4123     rhabdoid meningioma
RID4126     chondroma
RID4128     enchondroma
RID4129     enchondromatosis
RID413      gastrohepatic ligament
RID4131     Maffucci syndrome
RID4132     periosteal chondroma
RID4134     chondroblastoma
RID4135     chondromyxoid fibroma
RID4136     osteochondroma
RID4137     hereditary multiple exostoses
RID4138     osteochondromatosis
RID4139     synovial osteochondromatosis
RID4140     chondrosarcoma
RID4141     juxtacortical chondrosarcoma
RID4142     clear cell chondrosarcoma
RID4143     mesenchymal chondrosarcoma
RID4144     dedifferentiated chondrosarcoma
RID4145     myxoid chondrosarcoma
RID4146     chordoma
RID4147     craniopharyngioma
RID4150     cystadenoma
RID4151     mucinous cystadenoma
RID4152     papillary cystadenoma
RID4153     cystadenocarcinoma
RID4155     papillary cystadenocarcinoma
RID4156     serous cystadenocarcinoma
RID4157     intraductal papillary mucinous neoplasm
RID4161     mucinous adenocarcinoma
RID4162     pseudomyxoma peritonei
RID4164     mucinous cystic neoplasm
RID4169     serous cystadenoma
RID4173     solid and papillary epithelial neoplasm
RID4177     endolymphatic sac tumor
RID4178     odontogenic tumor
RID4179     adamantinoma
RID4180     adenomatoid odontogenic tumor
RID4181     ameloblastic fibro-odontoma
RID4183     ameloblastic fibroma
RID4184     ameloblastic fibrosarcoma
RID4187     ameloblastoma
RID4188     calcifying epithelial odontogenic tumour
RID4189     calcifying odontogenic cyst
RID4190     cementifying fibroma
RID4192     cementoma
RID4195     complex odontoma
RID4196     compound odontoma
RID4200     odontoameloblastoma
RID4202     odontogenic ghost cell tumor
RID4203     odontogenic myxoma
RID4207     odontoma
RID4210     epithelial neoplasm
RID4211     adenoma
RID4214     adrenal cortical adenoma
RID4215     hepatocellular adenoma
RID4216     juxtaglomerular tumor
RID4218     metanephric adenoma
RID4219     nephrogenic adenoma
RID4220     pituitary adenoma
RID4221     pituitary macroadenoma
RID4222     pituitary microadenoma
RID4223     tubular adenoma
RID4224     tubulovillous adenoma
RID4225     villous adenoma
RID4226     adenocarcinoma
RID4227     adenoid cystic carcinoma
RID4228     ductal adenocarcinoma
RID4229     squamous adenocarcinoma
RID4230     renal adenocarcinoma
RID42344    medial head of gastrocnemius
RID4235     clear cell adenocarcinoma
RID4236     chromophobe adenocarcinoma
RID4237     oncocytic adenocarcinoma
RID4238     adenolymphoma
RID4241     adenosquamous carcinoma
RID4243     bronchioloalveolar carcinoma
RID4246     carcinoid tumor
RID4247     carcinoma
RID4248     anaplastic thyroid carcinoma
RID4249     clear cell carcinoma
RID4250     embryonal cell carcinoma
RID4251     gastric carcinoma
RID4252     giant cell carcinoma
RID4253     large cell carcinoma
RID4254     mucoepidermoid carcinoma
RID4255     pituitary carcinoma
RID4256     small cell carcinoma
RID4259     squamous cell carcinoma
RID426      mesoappendix
RID4260     spindle cell squamous carcinoma
RID4264     carcinomatosis
RID4265     carcinoma in situ
RID4266     cholangiocarcinoma
RID4267     intrahepatic cholangiocarcinoma
RID4269     collecting duct carcinoma
RID427      root of mesentery
RID4271     hepatocellular carcinoma
RID4273     fibrolamellar hepatocellular carcinoma
RID4274     pancreatic intraepithelial neoplasia
RID4275     papilloma
RID4276     Schneiderian papilloma
RID4277     squamous papilloma
RID4278     thymoma
RID4279     transitional cell carcinoma
RID428      sigmoid mesocolon
RID4282     tumorlet
RID4284     adenofibroma
RID4285     fibroadenoma
RID4286     Brenner tumor
RID4287     phyllodes tumor
RID4289     fibroma
RID429      transverse mesocolon
RID4290     nonossifying fibroma
RID4291     desmoid
RID4293     periosteal desmoid
RID4295     desmoplastic fibroma
RID4296     juvenile aponeurotic fibroma
RID4297     infantile dermal fibromatosis
RID4298     aggressive infantile fibromatosis
RID4299     infantile myofibromatosis
RID430      greater omentum
RID4300     fibrosarcoma
RID4301     myxoid fibrosarcoma
RID4302     solitary fibrous tumor
RID4304     fibrous histiocytoma
RID4307     fibromyxosarcoma
RID4309     giant cell tumor
RID431      retroperitoneum
RID4310     inflammatory myofibroblastic tumor
RID43114    extensor digitorum
RID4312     fibroelastoma
RID4313     fibroelastosis
RID4314     germ cell neoplasm
RID4315     germinoma
RID4316     seminoma
RID4317     spermatocytic seminoma
RID4318     dysgerminoma
RID4319     non-seminomatous germ cell tumor
RID4321     teratoma
RID4322     mature teratoma
RID4323     immature teratoma
RID4324     choriocarcinoma
RID43245    tube insertion
RID4325     embryonal carcinoma
RID43254    beaded septum sign
RID43255    consolidation
RID43256    crazy-paving pattern
RID43257    pulmonary fissure
RID43259    azygos fissure
RID4326     yolk sac tumor
RID43265    lobular core structure
RID43266    nodular pattern
RID43267    perilobular
RID43268    perilymphatic
RID43269    pleural plaque
RID43270    pseudocavity
RID43271    reticular pattern
RID43272    reticulonodular pattern
RID43273    septal lines
RID43274    Kerley A lines
RID43275    Kerley B lines
RID43278    small-airways disease
RID4328     mixed germ cell tumor
RID43288    rectangular
RID43290    rim enhancement pattern
RID43291    incomplete rim
RID43294    homogeneously dense
RID43295    adjacent to gallbladder
RID4330     gestational trophoblastic tumor
RID43308    thick rim
RID43309    thin rim
RID4331     hydatidiform mole
RID43310    irregular rim
RID43311    lesion load
RID43312    solitary lesion
RID43313    multiple lesions
RID43319    peripheral discontinuous nodular enhancement
RID4332     partial hydatidiform mole
RID43321    mottled enhancement
RID43322    mixed enhancement pattern
RID43323    centripetal fill-in
RID43324    visible internal vessels
RID43325    central scar
RID43326    nonenhancing central scar
RID4333     placental site trophoblastic tumor
RID43335    internal nodules
RID43336    water density
RID43337    soft tissue density
RID43343    cholangiocellular carcinoma
RID43349    restricted diffusion
RID4335     hamartoma
RID43352    HCC treatment
RID43355    arterial phase hyperenhancement
RID43356    lesion characteristic
RID43359    lesion margin
RID4336     Brunner gland hyperplasia
RID43364    lesion shape
RID43365    lesion enhancement
RID43370    memory loss
RID43373    ACE inhibitor
RID43374    arbutamine
RID43377    diuretic
RID4338     hamartoma of tuber cinereum
RID43384    I-123
RID43386    I-131
RID43393    Tc-99m mercaptoacetyltriglycine
RID43396    stress agent
RID43397    number of views
RID4340     mesenchymal hamartoma
RID43412    chest mass
RID43413    juxtaphrenic peak
RID4342     lipoma
RID4343     angiomyolipoma
RID4344     angiolipoma
RID4345     atypical lipoma
RID4346     chondroid lipoma
RID4347     fibrolipoma
RID43476    mucosa of prostatic urethra
RID4348     fibromyxolipoma
RID4349     hibernoma
RID4350     intramuscular lipoma
RID4352     intraosseous lipoma
RID4353     myelolipoma
RID4354     parosteal lipoma
RID43554    lumbosacral spine
RID43556    with delayed imaging
RID4356     spindle cell lipoma
RID43561    duodenography
RID43562    endoscopic retrograde cholangiopancreatography
RID43563    esophagography
RID43564    hysterosalpingography
RID43565    loopogram
RID43569    percutaneous cholangiography
RID4357     lipoblastomatosis
RID43570    pyelography
RID43572    urethrography
RID43573    retrograde urethrography
RID43575    T-tube cholangiography
RID43576    cystourethrography
RID43577    weight-bearing position
RID43578    bucky
RID4358     liposarcoma
RID43581    fetal age
RID43582    imaging view
RID43583    AP view
RID43584    apical lordotic view
RID43585    bending view
RID43586    cone view
RID43588    erect view
RID43589    extension view
RID4359     well differentiated liposarcoma
RID43590    flexion view
RID43591    lateral view
RID43594    PA view
RID43597    spot view
RID4360     dedifferentiated liposarcoma
RID4361     mixed liposarcoma
RID4362     fibroblastic liposarcoma
RID43625    Grashey view
RID4363     myxoid liposarcoma
RID43637    Judet view
RID4364     pleomorphic liposarcoma
RID4365     round cell liposarcoma
RID43654    Merchant view
RID4366     angiomyoliposarcoma
RID4367     lipomatous neoplasm
RID43686    Towne view
RID43690    West Point view
RID43693    optic foramen
RID43695    weight-bearing
RID43697    Tc-99m DTPA
RID4370     lymphangioma
RID43703    left subclavian vein
RID43704    subscapularis bursa
RID4371     lymphangiomatosis
RID4372     lymphangioleiomyomatosis
RID4374     melanocytoma
RID4375     malignant melanoma
RID4377     mesothelioma
RID4378     epithelial mesothelioma
RID438      lateral conal fascia
RID4386     leiomyoblastoma
RID4387     leiomyosarcoma
RID4389     leiomyoma
RID439      extraperitoneal space
RID4394     rhabdomyomatous neoplasm
RID4395     rhabdomyoma
RID4396     rhabdomyosarcoma
RID4397     myxoma
RID440      perivesical space
RID4400     chordoid glioma of third ventricle
RID4404     medulloepithelioma
RID4406     ependymoblastoma
RID4408     medulloblastoma
RID441      prevesical space
RID4410     classic medulloblastoma
RID4411     desmoplastic medulloblastoma
RID4413     large cell medulloblastoma
RID44133    subacromial bursa
RID4416     melanocytic medulloblastoma
RID4418     supratentorial primitve neuroectodermal tumor
RID4424     atypical teratoid rhabdoid tumor
RID4427     gliomatosis cerebri
RID4429     astroblastoma
RID443      presacral space
RID4432     esthesioneuroblastoma
RID4444     malignant peripheral nerve sheath tumor
RID4451     Triton tumor
RID4454     neuroblastoma
RID4456     intermixed ganglioneuroblastoma
RID4458     ganglioneuroma
RID4460     nodular ganglioneuroblastoma
RID4462     neurofibroma
RID4464     circumscribed neurofibroma
RID4466     plexiform neurofibroma
RID4467     perineurioma
RID4470     intraneural perineurioma
RID4471     soft tissue perineurioma
RID4472     retinoblastoma
RID4473     schwannoma
RID4478     cellular schwannoma
RID4479     melanotic schwannoma
RID4480     plexiform schwannoma
RID4481     acoustic schwannoma
RID4483     neuroendocrine neoplasm
RID4484     gastrinoma
RID4485     glucagonoma
RID4486     insulinoma
RID4487     islet cell tumor
RID4488     medullary carcinoma
RID4491     pineoblastoma
RID4493     pineocytoma
RID4497     somatostatinoma
RID4498     VIPoma
RID4500     central neurocytoma
RID4501     cerebellar liponeurocytoma
RID4502     desmoplastic infantile astrocytoma
RID45037    posterior circumflex humeral artery
RID4504     dysembryoplastic neuroepithelial tumor
RID4506     dysplastic gangliocytoma of cerebellum
RID4509     gangliocytoma
RID45101    anterior interosseous artery
RID45107    median artery
RID4511     ganglioglioma
RID4512     paraganglioma
RID4515     oncocytoma
RID4516     pheochromocytoma
RID45164    arteria princeps pollicis
RID4517     sinonasal undifferentiated carcinoma
RID4521     sarcoma
RID4522     Ewing sarcoma
RID4525     adenomyoma
RID4526     adenosarcoma
RID4527     carcinoma ex pleomorphic adenoma
RID4528     carcinosarcoma
RID4529     embryonal sarcoma
RID4530     hepatoblastoma
RID4531     mixed Mullerian tumor
RID4533     mesenchymoma
RID4534     mesoblastic nephroma
RID4538     multilocular cystic renal tumor
RID4539     cystic nephroma
RID4540     cystic partially differentiated nephroblastoma
RID4543     pancreatoblastoma
RID4544     pleomorphic adenoma
RID4546     pulmonary blastoma
RID4549     stromal tumor
RID4551     gastrointestinal stromal tumor
RID4553     Wilms tumor
RID4557     clear cell sarcoma
RID4558     synovial sarcoma
RID4559     biphasic synovial sarcoma
RID456      paracardiac lymph node
RID4560     epithelioid cell synovial sarcoma
RID4561     spindle cell synovial sarcoma
RID4562     thecoma
RID45633    subdeltoid bursa
RID45637    single breath
RID45638    stimulation
RID45639    suppression
RID45640    wall motion
RID45642    shunt patency
RID45644    vascular flow
RID45645    ejection fraction
RID45646    liquid
RID45647    ventilation
RID45648    ictal
RID45649    probe
RID45651    redistribution
RID45652    treatment planning
RID45655    single determination
RID45657    imaging pass
RID45658    first pass
RID45659    babygram
RID45660    extended
RID45661    oblique view
RID45670    moderately irregular margin
RID45672    fungal microabscess
RID45674    iso- to slightly hyperdense
RID45675    thin septae
RID45676    thick septae
RID45678    bland thrombus in portal vein
RID45681    tumor thrombus in portal vein
RID45682    breast cancer
RID45683    cervical cancer
RID45684    colorectal cancer
RID45685    endometrial cancer
RID45686    lung cancer
RID45687    ovarian cancer
RID45688    pancreatic cancer
RID45689    prostate cancer
RID45690    testicular cancer
RID45691    thyroid cancer
RID45692    enhancing central scar
RID45693    blood pool imaging
RID45696    esophageal cancer
RID45697    head and neck cancer
RID45698    surgical biopsy
RID45699    stereotactic biopsy
RID45700    needle localization
RID45702    computer-aided detection
RID45703    additional views
RID45705    galactography
RID45706    with implants
RID45707    multiple ducts
RID45708    single duct
RID45710    endoscopy
RID45711    catheter insertion
RID45714    fistulography
RID45715    sinography
RID45717    pharyngography
RID45718    videography
RID45722    central hypodensity
RID45723    mixed lytic and sclerotic
RID45724    sclerotic
RID45725    chondroid
RID45728    lucent
RID45729    lytic
RID45730    ivory-like
RID45731    rings and arcs
RID45732    cloud-like
RID45733    flocculent
RID45737    narrow transition
RID45738    wide transition
RID45739    thick sclerotic
RID45740    thin sclerotic
RID45741    non-sclerotic
RID45744    cancer of unknown primary
RID45749    non-destructive
RID45753    continuous
RID45754    thick continuous
RID45755    thin continuous
RID45764    non-aggressive
RID45765    cortical
RID45768    nephroureterostomy
RID45771    microspheres
RID45772    intrathecal
RID45774    chest pain
RID45775    In-111
RID45776    glomerular filtration rate
RID45779    supine view
RID45780    left lateral view
RID45782    cross table lateral view
RID45783    carpal tunnel view
RID45785    transthoracic view
RID45786    sunrise view
RID45787    tunnel view
RID45788    inlet view
RID45789    outlet view
RID45790    axillary view
RID45792    basilar view
RID45793    hyperthyroidism
RID45794    morphine
RID45796    ossific
RID45798    post-vertebroplasty
RID45799    post-procedure
RID4580     smoke inhalation
RID45802    runoff
RID45804    18F-Sodium Fluoride
RID45805    dipyridamole
RID45806    dobutamine
RID4581     poisoning
RID45829    Alert
RID45836    Billed
RID45846    Coded
RID45849    Consult
RID45859    Dictated
RID4588     radiation enteritis
RID4591     postoperative change
RID45914    images prepared
RID4592     fat packing
RID4593     postoperative complication
RID45932    image review
RID4594     afferent loop syndrome
RID45944    Transcribed
RID45945    Transferred
RID4595     efferent loop syndrome
RID4596     alkaline reflux gastritis
RID4597     anastomotic leak
RID4599     anastomotic narrowing
RID46004    bronchial tree
RID46008    neuronavigation
RID46011    partially solid
RID46012    mostly solid
RID46013    completely solid
RID46014    cavitated
RID46016    non-solid
RID46017    attachment
RID46021    septal thickening
RID46022    lesion periphery
RID46023    panacinar
RID46024    paraseptal
RID46025    paracicatricial
RID46027    bronchial wall thickening
RID4603     hardware failure
RID46030    mosaic oligemia
RID46031    random
RID46032    subpleural
RID46033    retraction
RID46034    pleural retraction
RID46036    vascular convergence sign
RID46038    congenital anomaly of skeletal bone
RID46039    chondrodysplasia
RID4604     improper placement
RID46040    pyloric stenosis
RID46041    vascular disease
RID46043    acromegaly
RID46044    Budd-Chiari syndrome
RID46045    trisomy 18
RID46047    talocalcaneal coalition
RID46048    calcaneonavicular coalition
RID46049    thanatophoric dysplasia
RID4605     failed back surgery syndrome
RID46050    vertebral fusion
RID46051    bronchovascular
RID46056    not applicable
RID46057    upper
RID46058    lower
RID46059    low
RID46060    high
RID46061    moderately high
RID46062    satellite nodule
RID46067    high-risk
RID46068    average-risk
RID46070    feeding tube placement
RID46072    therapy infusion
RID46073    lumbar puncture
RID46074    water-soluble contrast
RID46075    antispasmodic
RID46076    selective
RID4608     postpericardiotomy syndrome
RID4609     short bowel syndrome
RID4611     stump blowout
RID4613     endoleak
RID4614     stent malposition
RID4615     shunt dysfunction
RID4617     polyethylene wear
RID4624     pin-track infection
RID4626     subglottal stenosis
RID4628     injury
RID4630     Traumatic Injury
RID4631     hyperextension injury
RID4632     hyperflexion injury
RID4633     penetrating injury
RID4635     blunt injury
RID4636     rotation injury
RID4637     shear injury
RID4638     whiplash
RID4640     injury due to frostbite
RID4643     child abuse
RID4644     diffuse axonal injury
RID4646     entrapment syndrome
RID4647     carpal tunnel syndrome
RID4648     cubital tunnel syndrome
RID4650     fracture
RID4653     avulsion fracture
RID4654     bowing fracture
RID4655     burst fracture
RID4658     compression fracture
RID4659     dens fracture
RID4660     type 1 dens fracture
RID4661     type 2 dens fracture
RID4662     type 3 dens fracture
RID4664     Chance fracture
RID4665     fracture dislocation
RID4666     greenstick fracture
RID4667     insufficiency fracture
RID4668     Jefferson fracture
RID4669     hangman fracture
RID4676     orbital wall fracture
RID4679     occipital condyle fracture
RID4680     type 1 occipital condyle fracture
RID4683     pathologic fracture
RID4684     Salter-Harris fracture
RID4685     Salter-Harris type I fracture
RID4686     Salter-Harris type II fracture
RID4687     Salter-Harris type III fracture
RID4688     Salter-Harris type IV fracture
RID4689     Salter-Harris type V fracture
RID4694     Segond fracture
RID4695     stress fracture
RID4696     teardrop fracture
RID4697     torus fracture
RID4698     transchondral fracture
RID4699     wedge compression fracture
RID4700     hemorrhage
RID4701     apoplexy
RID4702     contusion
RID4703     hemarthrosis
RID4704     lipohemarthrosis
RID4705     hematoma
RID4706     subdural hematoma
RID4708     epidural hematoma
RID4709     pulmonary hemorrhage
RID4710     subarachnoid hemorrhage
RID4712     transection
RID4713     rupture
RID4714     tear
RID4715     avulsion
RID4716     annular tear
RID4724     radial tear
RID4725     bucket-handle tear
RID4726     flap tear
RID4727     healed tear
RID473      flank
RID4730     Mallory-Weiss tear
RID4731     sprain
RID4732     strain
RID4733     wound
RID4734     laceration
RID4735     puncture
RID4738     mechanical disorder
RID4741     compression
RID4743     dilation
RID4746     megaureter
RID4748     lymphangiectasis
RID4749     diastasis
RID4751     displacement
RID4753     malposition
RID4755     bowing
RID4756     scoliosis
RID4757     dextroscoliosis
RID4758     levoscoliosis
RID4759     kyphosis
RID4760     kyphoscoliosis
RID4761     lordosis
RID4763     loss of lordosis
RID4764     dehiscence
RID4765     flexion deformity
RID4766     malalignment
RID4768     valgus deformity
RID4769     varus deformity
RID4770     dislocation
RID4771     detachment
RID4772     retinal detachment
RID4773     choroidal detachment
RID4774     dissociation
RID4775     perched facet
RID4776     jumped facet
RID4778     subluxation
RID4779     rotatory subluxation
RID478      artery
RID4780     spondylolisthesis
RID4781     slipped capital femoral epiphysis
RID4782     tilt
RID4783     negative ulnar variance
RID4784     positive ulnar variance
RID4785     high scapula
RID4786     volvulus
RID4787     prolapse
RID4788     cystocele
RID4789     rectocele
RID4790     procidentia
RID4794     parachute mitral valve
RID4795     ptosis
RID4796     wandering spleen
RID4799     emphysema
RID480      aorta
RID4800     pneumocephalus
RID4801     pneumatosis
RID4802     pneumatosis intestinalis
RID4803     pneumoperitoneum
RID4805     bone fragment
RID4806     avulsed bone fragment
RID4807     meniscal fragment
RID48083    defecography
RID48084    enteroclysis
RID48085    follow-through
RID48086    nephrostography
RID48087    pouchography
RID48088    sialography
RID48089    vesiculography
RID4809     instability
RID48090    voiding
RID48091    transcatheter
RID48094    measurement procedure
RID481      descending aorta
RID4810     protuberance
RID4812     malrotation
RID4813     torsion
RID4814     spasm
RID4815     pylorospasm
RID4816     torticollis
RID4817     diverticulum
RID48179    femoral canal
RID4818     ileal diverticulum
RID4821     laryngocele
RID48216    vastus lateralis
RID48219    vastus medialis
RID48222    vastus intermedius
RID4824     periureteric diverticulum
RID4825     embolism
RID48259    tibiofemoral joint
RID4826     foreign body embolism
RID4827     air embolism
RID4830     talc embolism
RID48306    tibial plateau
RID4831     oil embolism
RID4834     pulmonary embolism
RID4836     septic embolism
RID4837     thromboembolism
RID4839     fat embolism
RID4840     bone marrow embolism
RID4841     amniotic fluid embolism
RID4842     tumor embolism
RID4843     fistula
RID4844     rectovesical fistula
RID48449    pes anserinus
RID4845     colovesical fistula
RID4846     rectovaginal fistula
RID4847     perianal fistula
RID4848     enterovesical fistula
RID4849     enterocutaneous fistula
RID4850     enteroenteric fistula
RID4851     arteriovenous fistula
RID4854     carotid cavernous fistula
RID4856     spinal dural arteriovenous fistula
RID4859     tracheoesophageal fistula
RID486      left coronary artery
RID4860     bronchoesophageal fistula
RID4863     congestion
RID4865     edema
RID4866     pulmonary edema
RID4867     cardiogenic pulmonary edema
RID4868     hypervolemic pulmonary edema
RID4869     hypoproteinemic pulmonary edema
RID4870     neurogenic pulmonary edema
RID4871     post-ictal pulmonary edema
RID4872     effusion
RID4873     hyperemia
RID4874     leak
RID4876     intravasation
RID4877     extravasation
RID4879     urine leak
RID4881     cerebrospinal fluid leak
RID4883     hydrops
RID4884     abnormal accumulation of fluid
RID4885     hydrocephalus
RID4886     communicating hydrocephalus
RID4887     external hydrocephalus
RID4888     noncommunicating hydrocephalus
RID4889     normal-pressure hydrocephalus
RID4891     obstructive hydrocephalus
RID4892     lymphocele
RID4893     hygroma
RID4894     cystic hygroma
RID48947    medial collateral ligament
RID4895     hernia
RID4897     hiatal hernia
RID4898     sliding hiatal hernia
RID4899     paraesophageal hernia
RID4900     internal abdominal hernia
RID49012    popliteomeniscal fascicle
RID4902     paraduodenal hernia
RID4904     pericecal hernia
RID4905     lesser sac hernia
RID4906     foramen of Winslow hernia
RID4907     intersigmoid hernia
RID4909     intramesosigmoid hernia
RID4910     transmesenteric hernia
RID4911     transomental hernia
RID4912     retroanastomotic hernia
RID4914     abdominal wall hernia
RID4915     umbilical hernia
RID4916     Richter hernia
RID4917     ventral hernia
RID4918     Spigelian hernia
RID4919     lumbar hernia
RID4920     incisional hernia
RID4926     inguinal hernia
RID4927     indirect inguinal hernia
RID4928     direct inguinal hernia
RID4929     Littre hernia
RID4930     femoral hernia
RID4931     obturator hernia
RID4932     sciatic hernia
RID4933     perineal hernia
RID4934     diaphragmatic hernia
RID4936     hernia through esophageal hiatus
RID4938     hernia through foramen of Morgagni
RID4941     pregnancy
RID4942     ectopic pregnancy
RID4943     intussusception
RID49438    antibiotic
RID4944     perforation
RID49440    fluoroscopy time
RID49442    indication
RID49444    ultrasound-guided
RID49445    monitored
RID49446    cavoatrial
RID49447    suprarenal
RID49448    infrarenal
RID49449    surrogate
RID4945     spontaneous esophageal perforation
RID49450    fluoroscopic
RID49451    kerma
RID49452    mid-level
RID49453    occlusive
RID49454    non-occlusive
RID49455    aborted
RID49456    tilted
RID49457    deployed
RID49458    duplex kidney
RID49460    parenchyma of thymus
RID49461    lobe of thymus
RID49462    right lobe of thymus
RID49463    left lobe of thymus
RID49464    capsule of thymus
RID49475    pacemaker insertion
RID49477    single plane
RID49479    actionable finding
RID4948     cerebral herniation
RID49485    F
RID49487    F
RID49489    clustered ring enhancement
RID4949     subfalcine herniation
RID49495    lenticular
RID49496    drop-shaped
RID49497    erased charcoal sign
RID4950     uncal herniation
RID49500    markedly hypointense
RID49501    T2 hypointensity
RID49502    clinically significant prostate cancer
RID49503    extraprostatic
RID4951     transtentorial herniation
RID49518    prostatic intraepithelial neoplasia
RID49522    focal prostatitis
RID49524    benign prostatic hyperplasia nodule
RID49526    ADC measurement
RID49527    ADC value
RID49529    venous phase
RID4953     compartment syndrome
RID49531    dynamic contrast-enhanced magnetic resonance imaging
RID49543    biliary contrast
RID49544    bladder contrast
RID49546    fistula contrast
RID49548    intraarticular contrast
RID4955     pseudotumor cerebri
RID49552    intrauterine contrast
RID49553    intravenous contrast
RID49560    therapeutic agent
RID49562    SIR-spheres
RID49563    florbetapir
RID49564    post-therapy
RID49565    splenoportography
RID49566    suprapubic
RID49567    multiple views
RID49568    uptake
RID49571    baseline
RID49572    external
RID49574    multiple days
RID49575    initial day
RID49576    final day
RID49578    new diagnosis
RID49579    transhepatic
RID4958     intracranial hypotension
RID49580    combined modalities
RID49583    SPECT-CT
RID49584    x-ray angiography
RID49586    bone length
RID49588    central venous catheter removal
RID49589    catheter exchange
RID4959     vacuum phenomenon
RID49590    dosimetry
RID49593    endovenous laser treatment
RID49594    in vitro fertilization
RID49595    lymphedema
RID49596    manometry
RID49597    phlebotomy
RID49599    procedure simulation
RID49600    injection treatment
RID49601    steroid injection
RID49602    musculoskeletal surgery
RID49603    tenotomy
RID49604    thrombin injection
RID49605    training
RID49608    vertebral fracture
RID4961     cavernous transformation
RID49611    with port
RID49613    post-void
RID49617    dialysis fistula
RID49618    central venous catheter placement
RID49619    amyloid
RID4962     obstruction
RID49624    filter placement
RID49625    filter removal
RID49627    foreign body retrieval
RID49631    wire placement
RID49645    inferior vena cava contrast
RID49646    oral cholecystographic contrast
RID49648    post-exercise
RID4965     gallstone ileus
RID49650    language paradigm
RID49651    motor paradigm
RID49652    metabolic
RID49653    number of acquisitions
RID49654    multiple acquisitions
RID49655    pharmacologic intervention
RID49656    transhepatic cholangiography
RID49657    hemodynamic evaluation
RID4966     Bouveret syndrome
RID49669    percutaneous cholecystostomy
RID4967     gastric outlet obstruction
RID49670    percutaneous transhepatic biliary drainage
RID49671    tube exchange
RID49672    tube injection
RID49676    suspicious calcification
RID49677    developing asymmetry
RID49678    distance
RID49679    distance from nipple
RID49682    intraductal calcifications
RID49687    soft
RID49688    hard
RID4969     shunt
RID49690    simple cyst
RID49691    postsurgical fluid collection
RID49692    fat necrosis
RID49693    tissue composition
RID49694    almost entirely fat
RID49695    scattered fibroglandular tissue
RID4970     cardiac shunt
RID49700    non-enhancing mass
RID49707    postoperative seroma/hematoma with fat
RID4971     left-to-right shunt
RID49711    silicone breast implant
RID49712    saline breast implant
RID49714    retroglandular
RID49715    retropectoral
RID49717    abnormal implant contour
RID49719    radial fold
RID4972     right-to-left shunt
RID49720    subcapsular line
RID49721    keyhole sign
RID49722    linguine sign
RID49723    focal bulge
RID49724    extracapsular silicone
RID49726    water droplets breast implant observation
RID4973     steal syndrome
RID49730    lymphangiography
RID49731    intravesical contrast
RID49732    anatomical contrast
RID49734    thrombolytic agent
RID49736    transjugular
RID49737    catheter removal
RID49739    cholangioscopy
RID49744    endograft placement
RID49745    fibrin sheath removal
RID49746    fiducial placement
RID49747    ligation
RID49748    mechanical thrombectomy
RID49749    microwave ablation
RID4975     patent ductus arteriosus
RID49750    nephrostomy placement
RID49757    percutaneous transluminal angioplasty
RID4976     perfusion disorder
RID49764    transjugular intrahepatic portosystemic shunt placement
RID49767    port placement
RID4977     hypoperfusion
RID49773    stricture dilation
RID49777    core needle biopsy
RID4978     hyperperfusion
RID49784    additional day
RID49785    additional procedure
RID49786    additional vessel
